priority,score,business_name,niche,city,zone,rating,reviews_count,website_status,website_url,google_maps_url,phone,email,instagram,contact_person,problem_detected,demo_url,homepage_url,first_message,verification_notes,last_checked
A+,14,NUTRIÓLOGA Brenda Núñez,Nutrición premium,CDMX,Condesa,5,119,No website on Google Maps / Places,,https://www.google.com/maps/search/?api=1&query=NUTRI%C3%93LOGA%20Brenda%20N%C3%BA%C3%B1ez%20C.%20Chilpancingo%2051%20nutri%C3%B3loga%20Condesa%20CDMX,55 1498 6180,,,Brenda Núñez,Google Maps no muestra dominio oficial ni sitio web propio en el detalle del negocio.,https://nexo-local-studio-public.vercel.app/demos/nutricion,https://nexo-local-studio-public.vercel.app,"Hola, Brenda Núñez.

Vi que NUTRIÓLOGA Brenda Núñez ya tiene presencia en Google Maps y señales de reputación local. También noté que no encontré una página web oficial clara enlazada desde su perfil público.

Trabajo bajo la marca Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Te comparto un ejemplo para negocios de tu sector:
https://nexo-local-studio-public.vercel.app/demos/nutricion

La idea es que tus clientes puedan ver servicios, ubicación, reseñas y escribirte fácilmente desde el celular.

Tenemos precios de lanzamiento desde $2,500 MXN.

Si te interesa, puedo enviarte una propuesta breve.",Google Maps detail no mostró dominio oficial; reputación fuerte y servicio profesional de alto valor.,2026-06-16
A+,14,Fisioterapia/ rehabilitacion/terapia física y estimulación temprana Dra. Yaqui Ortega,Fisioterapia,CDMX,Coyoacán,5,118,No website on Google Maps / Places,,https://www.google.com/maps/search/?api=1&query=Fisioterapia%2F%20rehabilitacion%2Fterapia%20f%C3%ADsica%20y%20estimulaci%C3%B3n%20temprana%20Dra.%20Yaqui%20Ortega%20Av.%20Coyoac%C3%A1n%201878-consultorio%201402%20fisioterapia%20Coyoac%C3%A1n%20CDMX,452 169 4879,,,Dra. Yaqui Ortega,Google Maps no muestra dominio oficial ni sitio web propio en el detalle del negocio.,https://nexo-local-studio-public.vercel.app/demos/fisioterapia,https://nexo-local-studio-public.vercel.app,"Hola, Dra. Yaqui Ortega.

Vi que Fisioterapia/ rehabilitacion/terapia física y estimulación temprana Dra. Yaqui Ortega ya tiene presencia en Google Maps y señales de reputación local. También noté que no encontré una página web oficial clara enlazada desde su perfil público.

Trabajo bajo la marca Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Te comparto un ejemplo para negocios de tu sector:
https://nexo-local-studio-public.vercel.app/demos/fisioterapia

La idea es que tus clientes puedan ver servicios, ubicación, reseñas y escribirte fácilmente desde el celular.

Tenemos precios de lanzamiento desde $2,500 MXN.

Si te interesa, puedo enviarte una propuesta breve.",Google Maps detail no mostró dominio oficial; perfil profesional con reseñas sólidas y teléfono público.,2026-06-16
A+,14,Clínica Veterinaria Dr. Cabrera,Veterinaria,San Pedro Garza García,San Pedro,4.9,89,No website on Google Maps / Places,,https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Veterinaria%20Dr.%20Cabrera%20%EF%95%8A%20%C2%B7%20Lazaro%20Garza%20Ayala%20155%2C%20entre%20Lic.%20Benito%20Juarez%20Sur%20y%20Morelos%20veterinaria%20San%20Pedro%20Garza%20Garc%C3%ADa,81 8040 8089,,,Dr. Cabrera,Google Maps no muestra dominio oficial ni sitio web propio en el detalle del negocio.,https://nexo-local-studio-public.vercel.app/demos/veterinaria,https://nexo-local-studio-public.vercel.app,"Hola, Dr. Cabrera.

Vi que Clínica Veterinaria Dr. Cabrera ya tiene presencia en Google Maps y señales de reputación local. También noté que no encontré una página web oficial clara enlazada desde su perfil público.

Trabajo bajo la marca Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Te comparto un ejemplo para negocios de tu sector:
https://nexo-local-studio-public.vercel.app/demos/veterinaria

La idea es que tus clientes puedan ver servicios, ubicación, reseñas y escribirte fácilmente desde el celular.

Tenemos precios de lanzamiento desde $2,500 MXN.

Si te interesa, puedo enviarte una propuesta breve.",Google Maps detail no mostró dominio oficial; buena reputación en San Pedro.,2026-06-16
A+,14,Dental Valle Juriquilla,Dental,Querétaro,Juriquilla,5,73,No website on Google Maps / Places,,https://www.google.com/maps/search/?api=1&query=Dental%20Valle%20Juriquilla%20Av.%20los%20Portones%201151-local%206%20dentista%20Juriquilla%20Quer%C3%A9taro,729 524 5000,,,No público,Google Maps no muestra dominio oficial ni sitio web propio en el detalle del negocio.,https://nexo-local-studio-public.vercel.app/demos/dental,https://nexo-local-studio-public.vercel.app,"Hola, Dental Valle Juriquilla.

Vi que Dental Valle Juriquilla ya tiene presencia en Google Maps y señales de reputación local. También noté que no encontré una página web oficial clara enlazada desde su perfil público.

Trabajo bajo la marca Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Te comparto un ejemplo para negocios de tu sector:
https://nexo-local-studio-public.vercel.app/demos/dental

La idea es que tus clientes puedan ver servicios, ubicación, reseñas y escribirte fácilmente desde el celular.

Tenemos precios de lanzamiento desde $2,500 MXN.

Si te interesa, puedo enviarte una propuesta breve.",Google Maps detail no mostró dominio oficial; rating alto y teléfono visible.,2026-06-16
A+,14,Clínica Like U,Clínica estética,Querétaro,Juriquilla,4.8,44,No website on Google Maps / Places,,https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Like%20U%20Blvrd%20de%20la%20Campana%20952a%20cl%C3%ADnica%20est%C3%A9tica%20Juriquilla%20Quer%C3%A9taro,442 317 2951,,,No público,Google Maps no muestra dominio oficial ni sitio web propio en el detalle del negocio.,https://nexo-local-studio-public.vercel.app/demos/estetica,https://nexo-local-studio-public.vercel.app,"Hola, Clínica Like U.

Vi que Clínica Like U ya tiene presencia en Google Maps y señales de reputación local. También noté que no encontré una página web oficial clara enlazada desde su perfil público.

Trabajo bajo la marca Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Te comparto un ejemplo para negocios de tu sector:
https://nexo-local-studio-public.vercel.app/demos/estetica

La idea es que tus clientes puedan ver servicios, ubicación, reseñas y escribirte fácilmente desde el celular.

Tenemos precios de lanzamiento desde $2,500 MXN.

Si te interesa, puedo enviarte una propuesta breve.",Google Maps detail no mostró dominio oficial; negocio visual donde una web puede mejorar confianza móvil.,2026-06-16
A+,14,Clínica Dermo Estética Dr. Rapha,Clínica estética,Querétaro,Juriquilla,5,41,No website on Google Maps / Places,,https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Dermo%20Est%C3%A9tica%20Dr.%20Rapha%20SANTINI%2C%20Blvrd%20de%20la%20Campana%20101%20ESQUINA%20cl%C3%ADnica%20est%C3%A9tica%20Juriquilla%20Quer%C3%A9taro,446 142 0976,,,Dr. Rapha,Google Maps no muestra dominio oficial ni sitio web propio en el detalle del negocio.,https://nexo-local-studio-public.vercel.app/demos/estetica,https://nexo-local-studio-public.vercel.app,"Hola, Dr. Rapha.

Vi que Clínica Dermo Estética Dr. Rapha ya tiene presencia en Google Maps y señales de reputación local. También noté que no encontré una página web oficial clara enlazada desde su perfil público.

Trabajo bajo la marca Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Te comparto un ejemplo para negocios de tu sector:
https://nexo-local-studio-public.vercel.app/demos/estetica

La idea es que tus clientes puedan ver servicios, ubicación, reseñas y escribirte fácilmente desde el celular.

Tenemos precios de lanzamiento desde $2,500 MXN.

Si te interesa, puedo enviarte una propuesta breve.",Google Maps detail no mostró dominio oficial; clínica estética con teléfono y rating alto.,2026-06-16
A+,14,BeautyFull Medicina Estetica,Clínica estética,CDMX,Polanco,4.6,38,No website on Google Maps / Places,,https://www.google.com/maps/search/?api=1&query=BeautyFull%20Medicina%20Estetica%20Av%20Moliere%20310%20cl%C3%ADnica%20est%C3%A9tica%20Polanco%20CDMX,55 1629 1792,,,No público,Google Maps no muestra dominio oficial ni sitio web propio en el detalle del negocio.,https://nexo-local-studio-public.vercel.app/demos/estetica,https://nexo-local-studio-public.vercel.app,"Hola, BeautyFull Medicina Estetica.

Vi que BeautyFull Medicina Estetica ya tiene presencia en Google Maps y señales de reputación local. También noté que no encontré una página web oficial clara enlazada desde su perfil público.

Trabajo bajo la marca Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Te comparto un ejemplo para negocios de tu sector:
https://nexo-local-studio-public.vercel.app/demos/estetica

La idea es que tus clientes puedan ver servicios, ubicación, reseñas y escribirte fácilmente desde el celular.

Tenemos precios de lanzamiento desde $2,500 MXN.

Si te interesa, puedo enviarte una propuesta breve.",Google Maps detail no mostró dominio oficial; ubicación premium y servicio visualmente sensible.,2026-06-16
A+,14,Acéntua Medicina Estética,Clínica estética,San Pedro Garza García,San Pedro,4.9,34,No website on Google Maps / Places,,https://www.google.com/maps/search/?api=1&query=Ac%C3%A9ntua%20Medicina%20Est%C3%A9tica%20Av.%20Manuel%20G%C3%B3mez%20Mor%C3%ADn%202111%20cl%C3%ADnica%20est%C3%A9tica%20San%20Pedro%20Garza%20Garc%C3%ADa,81 2629 4242,,,No público,Google Maps no muestra dominio oficial ni sitio web propio en el detalle del negocio.,https://nexo-local-studio-public.vercel.app/demos/estetica,https://nexo-local-studio-public.vercel.app,"Hola, Acéntua Medicina Estética.

Vi que Acéntua Medicina Estética ya tiene presencia en Google Maps y señales de reputación local. También noté que no encontré una página web oficial clara enlazada desde su perfil público.

Trabajo bajo la marca Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Te comparto un ejemplo para negocios de tu sector:
https://nexo-local-studio-public.vercel.app/demos/estetica

La idea es que tus clientes puedan ver servicios, ubicación, reseñas y escribirte fácilmente desde el celular.

Tenemos precios de lanzamiento desde $2,500 MXN.

Si te interesa, puedo enviarte una propuesta breve.",Google Maps detail no mostró dominio oficial; nicho y zona de alto ticket potencial.,2026-06-16
A+,13,Casa del Arquitecto,Arquitectura/interiorismo,CDMX,Roma Norte,4.3,261,No website on Google Maps / Places,,https://www.google.com/maps/search/?api=1&query=Casa%20del%20Arquitecto%20Av.%20Veracruz%2024%20arquitecto%20interiorismo%20Roma%20Norte%20CDMX,55 5211 6051,,,No público,Google Maps no muestra dominio oficial ni sitio web propio en el detalle del negocio.,https://nexo-local-studio-public.vercel.app/demos/arquitectura,https://nexo-local-studio-public.vercel.app,"Hola, Casa del Arquitecto.

Vi que Casa del Arquitecto ya tiene presencia en Google Maps y señales de reputación local. También noté que no encontré una página web oficial clara enlazada desde su perfil público.

Trabajo bajo la marca Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Te comparto un ejemplo para negocios de tu sector:
https://nexo-local-studio-public.vercel.app/demos/arquitectura

La idea es que tus clientes puedan ver servicios, ubicación, reseñas y escribirte fácilmente desde el celular.

Tenemos precios de lanzamiento desde $2,500 MXN.

Si te interesa, puedo enviarte una propuesta breve.",Google Maps detail no mostró dominio oficial; nicho visual donde una página profesional puede elevar percepción.,2026-06-16
A+,13,Fisioterapia y Rehabilitación Vertiz Narvarte,Fisioterapia,CDMX,Narvarte,4.8,67,No website on Google Maps / Places,,https://www.google.com/maps/search/?api=1&query=Fisioterapia%20y%20Rehabilitaci%C3%B3n%20Vertiz%20Narvarte%20DR%20vertiz%2C%20C.%20Dr.%20Jos%C3%A9%20Mar%C3%ADa%20V%C3%A9rtiz%20636%2C%20LT%20dr%20fisioterapia%20Narvarte%20CDMX,55 1859 3073,,,No público,Google Maps no muestra dominio oficial ni sitio web propio en el detalle del negocio.,https://nexo-local-studio-public.vercel.app/demos/fisioterapia,https://nexo-local-studio-public.vercel.app,"Hola, Fisioterapia y Rehabilitación Vertiz Narvarte.

Vi que Fisioterapia y Rehabilitación Vertiz Narvarte ya tiene presencia en Google Maps y señales de reputación local. También noté que no encontré una página web oficial clara enlazada desde su perfil público.

Trabajo bajo la marca Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Te comparto un ejemplo para negocios de tu sector:
https://nexo-local-studio-public.vercel.app/demos/fisioterapia

La idea es que tus clientes puedan ver servicios, ubicación, reseñas y escribirte fácilmente desde el celular.

Tenemos precios de lanzamiento desde $2,500 MXN.

Si te interesa, puedo enviarte una propuesta breve.",Google Maps detail no mostró dominio oficial; servicio de salud física con buena reputación local.,2026-06-16
A+,13,Psicame. Psicóloga,Psicología premium,CDMX,Del Valle,5,50,No website on Google Maps / Places,,https://www.google.com/maps/search/?api=1&query=Psicame.%20Psic%C3%B3loga%20F%C3%A9liz%20Cuevas%2C%20Dr.%20Roberto%20Gayol%20520-Entrada%20por%20psic%C3%B3logo%20Del%20Valle%20CDMX,442 119 3848,,,No público,Google Maps no muestra dominio oficial ni sitio web propio en el detalle del negocio.,https://nexo-local-studio-public.vercel.app/demos/psicologia,https://nexo-local-studio-public.vercel.app,"Hola, Psicame. Psicóloga.

Vi que Psicame. Psicóloga ya tiene presencia en Google Maps y señales de reputación local. También noté que no encontré una página web oficial clara enlazada desde su perfil público.

Trabajo bajo la marca Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Te comparto un ejemplo para negocios de tu sector:
https://nexo-local-studio-public.vercel.app/demos/psicologia

La idea es que tus clientes puedan ver servicios, ubicación, reseñas y escribirte fácilmente desde el celular.

Tenemos precios de lanzamiento desde $2,500 MXN.

Si te interesa, puedo enviarte una propuesta breve.",Google Maps detail no mostró dominio oficial; servicio profesional donde la claridad y discreción importan.,2026-06-16
A+,13,"Mover-T, Clínica de Fisioterapia Integral",Fisioterapia,CDMX,Narvarte,4.7,46,No website on Google Maps / Places,,https://www.google.com/maps/search/?api=1&query=Mover-T%2C%20Cl%C3%ADnica%20de%20Fisioterapia%20Integral%20Pilares%20506%20fisioterapia%20Narvarte%20CDMX,55 7042 2895,,,No público,Google Maps no muestra dominio oficial ni sitio web propio en el detalle del negocio.,https://nexo-local-studio-public.vercel.app/demos/fisioterapia,https://nexo-local-studio-public.vercel.app,"Hola, Mover-T, Clínica de Fisioterapia Integral.

Vi que Mover-T, Clínica de Fisioterapia Integral ya tiene presencia en Google Maps y señales de reputación local. También noté que no encontré una página web oficial clara enlazada desde su perfil público.

Trabajo bajo la marca Nexo Local Studio. Hacemos páginas web rápidas y profesionales para negocios locales, conectadas a WhatsApp, ubicación y formularios.

Te comparto un ejemplo para negocios de tu sector:
https://nexo-local-studio-public.vercel.app/demos/fisioterapia

La idea es que tus clientes puedan ver servicios, ubicación, reseñas y escribirte fácilmente desde el celular.

Tenemos precios de lanzamiento desde $2,500 MXN.

Si te interesa, puedo enviarte una propuesta breve.","Google Maps detail no mostró dominio oficial; oportunidad para ordenar servicios, ubicación y contacto.",2026-06-16
