priority,score,business_name,niche,country,city,zone,rating,reviews_count,website_status,website_url,google_maps_url,source_url,phone,normalized_phone,phone_status,instagram,email,contact_person,problem_detected,verification_notes,homepage_url,first_message,last_checked
A,15,Consultorio Medico Homeopatico,Clínica estética,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,,,No website found,,https://www.google.com/maps/search/?api=1&query=Consultorio%20Medico%20Homeopatico%20Ciudad%20de%20M%C3%A9xico%20Mexico,https://www.openstreetmap.org/node/12554561510,+52 55 3202 6600,525532026600,valid_format_only,,,No público,El registro público de OpenStreetMap no incluye sitio web oficial.,El registro público de OpenStreetMap no incluye sitio web oficial. Fuente: OpenStreetMap. Rating/reseñas no disponibles en esta fuente.,https://nexo-local-studio-public.vercel.app,"Hola, buen día.

Somos Nexo Local Studio. Hacemos páginas web profesionales para negocios que quieren mostrar servicios, ubicación y contacto de forma clara desde el celular.

También podemos integrar un asistente con IA que responde preguntas frecuentes y guía al cliente hacia WhatsApp.

Pueden ver nuestra página aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN. Si les interesa, podemos enviarles una propuesta breve.

Si prefieren no recibir más mensajes, respondan “baja”.",2026-07-17
A,15,Botiquín Médico Parroquia De Nuestra Señora De Guadalupe,Clínica estética,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,,,No website found,,https://www.google.com/maps/search/?api=1&query=Botiqu%C3%ADn%20M%C3%A9dico%20Parroquia%20De%20Nuestra%20Se%C3%B1ora%20De%20Guadalupe%20Ciudad%20de%20M%C3%A9xico%20Mexico,https://www.openstreetmap.org/node/12554693974,+52 55 5295 0199,525552950199,valid_format_only,,,No público,El registro público de OpenStreetMap no incluye sitio web oficial.,El registro público de OpenStreetMap no incluye sitio web oficial. Fuente: OpenStreetMap. Rating/reseñas no disponibles en esta fuente.,https://nexo-local-studio-public.vercel.app,"Hola, buen día.

Somos Nexo Local Studio. Hacemos páginas web profesionales para negocios que quieren mostrar servicios, ubicación y contacto de forma clara desde el celular.

También podemos integrar un asistente con IA que responde preguntas frecuentes y guía al cliente hacia WhatsApp.

Pueden ver nuestra página aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN. Si les interesa, podemos enviarles una propuesta breve.

Si prefieren no recibir más mensajes, respondan “baja”.",2026-07-17
A,15,Consultorio Dental Salud Dental,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,,,No website found,,https://www.google.com/maps/search/?api=1&query=Consultorio%20Dental%20Salud%20Dental%20Ciudad%20de%20M%C3%A9xico%20Mexico,https://www.openstreetmap.org/node/12572852950,+52 55 7113 7640,525571137640,valid_format_only,,,No público,El registro público de OpenStreetMap no incluye sitio web oficial.,El registro público de OpenStreetMap no incluye sitio web oficial. Fuente: OpenStreetMap. Rating/reseñas no disponibles en esta fuente.,https://nexo-local-studio-public.vercel.app,"Hola, buen día.

Somos Nexo Local Studio. Hacemos páginas web profesionales para negocios que quieren mostrar servicios, ubicación y contacto de forma clara desde el celular.

También podemos integrar un asistente con IA que responde preguntas frecuentes y guía al cliente hacia WhatsApp.

Pueden ver nuestra página aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN. Si les interesa, podemos enviarles una propuesta breve.

Si prefieren no recibir más mensajes, respondan “baja”.",2026-07-17
A,15,Consultorio Dental La Loma,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,,,No website found,,https://www.google.com/maps/search/?api=1&query=Consultorio%20Dental%20La%20Loma%20Ciudad%20de%20M%C3%A9xico%20Mexico,https://www.openstreetmap.org/node/12574232407,+52 55 2300 5216,525523005216,valid_format_only,,,No público,El registro público de OpenStreetMap no incluye sitio web oficial.,El registro público de OpenStreetMap no incluye sitio web oficial. Fuente: OpenStreetMap. Rating/reseñas no disponibles en esta fuente.,https://nexo-local-studio-public.vercel.app,"Hola, buen día.

Somos Nexo Local Studio. Hacemos páginas web profesionales para negocios que quieren mostrar servicios, ubicación y contacto de forma clara desde el celular.

También podemos integrar un asistente con IA que responde preguntas frecuentes y guía al cliente hacia WhatsApp.

Pueden ver nuestra página aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN. Si les interesa, podemos enviarles una propuesta breve.

Si prefieren no recibir más mensajes, respondan “baja”.",2026-07-17
A,15,Consultorio Medico Country,Clínica estética,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,,,No website found,,https://www.google.com/maps/search/?api=1&query=Consultorio%20Medico%20Country%20Ciudad%20de%20M%C3%A9xico%20Mexico,https://www.openstreetmap.org/node/12574511580,+52 55 5454 7182,525554547182,valid_format_only,,,No público,El registro público de OpenStreetMap no incluye sitio web oficial.,El registro público de OpenStreetMap no incluye sitio web oficial. Fuente: OpenStreetMap. Rating/reseñas no disponibles en esta fuente.,https://nexo-local-studio-public.vercel.app,"Hola, buen día.

Somos Nexo Local Studio. Hacemos páginas web profesionales para negocios que quieren mostrar servicios, ubicación y contacto de forma clara desde el celular.

También podemos integrar un asistente con IA que responde preguntas frecuentes y guía al cliente hacia WhatsApp.

Pueden ver nuestra página aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN. Si les interesa, podemos enviarles una propuesta breve.

Si prefieren no recibir más mensajes, respondan “baja”.",2026-07-17
A,15,Consultorio Dental Juarez,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,,,No website found,,https://www.google.com/maps/search/?api=1&query=Consultorio%20Dental%20Juarez%20Ciudad%20de%20M%C3%A9xico%20Mexico,https://www.openstreetmap.org/node/12590393163,+52 55 5312 0846,525553120846,valid_format_only,,,No público,El registro público de OpenStreetMap no incluye sitio web oficial.,El registro público de OpenStreetMap no incluye sitio web oficial. Fuente: OpenStreetMap. Rating/reseñas no disponibles en esta fuente.,https://nexo-local-studio-public.vercel.app,"Hola, buen día.

Somos Nexo Local Studio. Hacemos páginas web profesionales para negocios que quieren mostrar servicios, ubicación y contacto de forma clara desde el celular.

También podemos integrar un asistente con IA que responde preguntas frecuentes y guía al cliente hacia WhatsApp.

Pueden ver nuestra página aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN. Si les interesa, podemos enviarles una propuesta breve.

Si prefieren no recibir más mensajes, respondan “baja”.",2026-07-17
A,14,Óptica Aris Visión,Óptica/Oftalmología premium,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,,,No website found,,https://www.google.com/maps/search/?api=1&query=%C3%93ptica%20Aris%20Visi%C3%B3n%20Ciudad%20de%20M%C3%A9xico%20Mexico,https://www.openstreetmap.org/node/12590408597,+52 55 5304 4557,525553044557,valid_format_only,,,No público,El registro público de OpenStreetMap no incluye sitio web oficial.,El registro público de OpenStreetMap no incluye sitio web oficial. Fuente: OpenStreetMap. Rating/reseñas no disponibles en esta fuente.,https://nexo-local-studio-public.vercel.app,"Hola, buen día.

Somos Nexo Local Studio. Hacemos páginas web profesionales para negocios que quieren mostrar servicios, ubicación y contacto de forma clara desde el celular.

También podemos integrar un asistente con IA que responde preguntas frecuentes y guía al cliente hacia WhatsApp.

Pueden ver nuestra página aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN. Si les interesa, podemos enviarles una propuesta breve.

Si prefieren no recibir más mensajes, respondan “baja”.",2026-07-17
B,12,Taquería El Pastorcito Suzo,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,,,No website found,,https://www.google.com/maps/search/?api=1&query=Taquer%C3%ADa%20El%20Pastorcito%20Suzo%20Ciudad%20de%20M%C3%A9xico%20Mexico,https://www.openstreetmap.org/node/13956256646,+52 55 5516 6955,525555166955,valid_format_only,,,No público,El registro público de OpenStreetMap no incluye sitio web oficial.,El registro público de OpenStreetMap no incluye sitio web oficial. Fuente: OpenStreetMap. Rating/reseñas no disponibles en esta fuente.,https://nexo-local-studio-public.vercel.app,"Hola, buen día.

Somos Nexo Local Studio. Hacemos páginas web profesionales para negocios que quieren mostrar servicios, ubicación y contacto de forma clara desde el celular.

También podemos integrar un asistente con IA que responde preguntas frecuentes y guía al cliente hacia WhatsApp.

Pueden ver nuestra página aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN. Si les interesa, podemos enviarles una propuesta breve.

Si prefieren no recibir más mensajes, respondan “baja”.",2026-07-17
B,12,El Habanerito,Restaurante boutique,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,,,No website found,,https://www.google.com/maps/search/?api=1&query=El%20Habanerito%20Ciudad%20de%20M%C3%A9xico%20Mexico,https://www.openstreetmap.org/node/13994166401,+52 55 7314 5653,525573145653,valid_format_only,,,No público,El registro público de OpenStreetMap no incluye sitio web oficial.,El registro público de OpenStreetMap no incluye sitio web oficial. Fuente: OpenStreetMap. Rating/reseñas no disponibles en esta fuente.,https://nexo-local-studio-public.vercel.app,"Hola, buen día.

Somos Nexo Local Studio. Hacemos páginas web profesionales para negocios que quieren mostrar servicios, ubicación y contacto de forma clara desde el celular.

También podemos integrar un asistente con IA que responde preguntas frecuentes y guía al cliente hacia WhatsApp.

Pueden ver nuestra página aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN. Si les interesa, podemos enviarles una propuesta breve.

Si prefieren no recibir más mensajes, respondan “baja”.",2026-07-17
B,12,Optica Mili,Óptica/Oftalmología premium,Mexico,Huixquilucan,Interlomas/Zona Esmeralda,,,No website found,,https://www.google.com/maps/search/?api=1&query=Optica%20Mili%20Huixquilucan%20Mexico,https://www.openstreetmap.org/node/12508484179,+52 55 1845 0207,525518450207,valid_format_only,,,No público,El registro público de OpenStreetMap no incluye sitio web oficial.,El registro público de OpenStreetMap no incluye sitio web oficial. Fuente: OpenStreetMap. Rating/reseñas no disponibles en esta fuente.,https://nexo-local-studio-public.vercel.app,"Hola, buen día.

Somos Nexo Local Studio. Hacemos páginas web profesionales para negocios que quieren mostrar servicios, ubicación y contacto de forma clara desde el celular.

También podemos integrar un asistente con IA que responde preguntas frecuentes y guía al cliente hacia WhatsApp.

Pueden ver nuestra página aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN. Si les interesa, podemos enviarles una propuesta breve.

Si prefieren no recibir más mensajes, respondan “baja”.",2026-07-17
B,12,Optica Creacion Visual,Óptica/Oftalmología premium,Mexico,Huixquilucan,Interlomas/Zona Esmeralda,,,No website found,,https://www.google.com/maps/search/?api=1&query=Optica%20Creacion%20Visual%20Huixquilucan%20Mexico,https://www.openstreetmap.org/node/12518872576,+52 55 5302 6968,525553026968,valid_format_only,,,No público,El registro público de OpenStreetMap no incluye sitio web oficial.,El registro público de OpenStreetMap no incluye sitio web oficial. Fuente: OpenStreetMap. Rating/reseñas no disponibles en esta fuente.,https://nexo-local-studio-public.vercel.app,"Hola, buen día.

Somos Nexo Local Studio. Hacemos páginas web profesionales para negocios que quieren mostrar servicios, ubicación y contacto de forma clara desde el celular.

También podemos integrar un asistente con IA que responde preguntas frecuentes y guía al cliente hacia WhatsApp.

Pueden ver nuestra página aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN. Si les interesa, podemos enviarles una propuesta breve.

Si prefieren no recibir más mensajes, respondan “baja”.",2026-07-17
B,13,Dental Familiar Angeles,Dental,Mexico,Huixquilucan,Interlomas/Zona Esmeralda,,,No website found,,https://www.google.com/maps/search/?api=1&query=Dental%20Familiar%20Angeles%20Huixquilucan%20Mexico,https://www.openstreetmap.org/node/12542972968,+52 55 1476 7073,525514767073,valid_format_only,,,No público,El registro público de OpenStreetMap no incluye sitio web oficial.,El registro público de OpenStreetMap no incluye sitio web oficial. Fuente: OpenStreetMap. Rating/reseñas no disponibles en esta fuente.,https://nexo-local-studio-public.vercel.app,"Hola, buen día.

Somos Nexo Local Studio. Hacemos páginas web profesionales para negocios que quieren mostrar servicios, ubicación y contacto de forma clara desde el celular.

También podemos integrar un asistente con IA que responde preguntas frecuentes y guía al cliente hacia WhatsApp.

Pueden ver nuestra página aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN. Si les interesa, podemos enviarles una propuesta breve.

Si prefieren no recibir más mensajes, respondan “baja”.",2026-07-17
B,13,Consultorio Dental Smle Dental,Dental,Mexico,Huixquilucan,Interlomas/Zona Esmeralda,,,No website found,,https://www.google.com/maps/search/?api=1&query=Consultorio%20Dental%20Smle%20Dental%20Huixquilucan%20Mexico,https://www.openstreetmap.org/node/12550183807,+52 55 3491 9881,525534919881,valid_format_only,,,No público,El registro público de OpenStreetMap no incluye sitio web oficial.,El registro público de OpenStreetMap no incluye sitio web oficial. Fuente: OpenStreetMap. Rating/reseñas no disponibles en esta fuente.,https://nexo-local-studio-public.vercel.app,"Hola, buen día.

Somos Nexo Local Studio. Hacemos páginas web profesionales para negocios que quieren mostrar servicios, ubicación y contacto de forma clara desde el celular.

También podemos integrar un asistente con IA que responde preguntas frecuentes y guía al cliente hacia WhatsApp.

Pueden ver nuestra página aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN. Si les interesa, podemos enviarles una propuesta breve.

Si prefieren no recibir más mensajes, respondan “baja”.",2026-07-17
B,13,Clinica De Maternidad,Clínica estética,Mexico,Huixquilucan,Interlomas/Zona Esmeralda,,,No website found,,https://www.google.com/maps/search/?api=1&query=Clinica%20De%20Maternidad%20Huixquilucan%20Mexico,https://www.openstreetmap.org/node/12551383521,+52 55 3599 0018,525535990018,valid_format_only,,,No público,El registro público de OpenStreetMap no incluye sitio web oficial.,El registro público de OpenStreetMap no incluye sitio web oficial. Fuente: OpenStreetMap. Rating/reseñas no disponibles en esta fuente.,https://nexo-local-studio-public.vercel.app,"Hola, buen día.

Somos Nexo Local Studio. Hacemos páginas web profesionales para negocios que quieren mostrar servicios, ubicación y contacto de forma clara desde el celular.

También podemos integrar un asistente con IA que responde preguntas frecuentes y guía al cliente hacia WhatsApp.

Pueden ver nuestra página aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN. Si les interesa, podemos enviarles una propuesta breve.

Si prefieren no recibir más mensajes, respondan “baja”.",2026-07-17
B,13,Centro Terapeutico,Clínica estética,Mexico,Huixquilucan,Interlomas/Zona Esmeralda,,,No website found,,https://www.google.com/maps/search/?api=1&query=Centro%20Terapeutico%20Huixquilucan%20Mexico,https://www.openstreetmap.org/node/12564711647,+52 55 4997 7867,525549977867,valid_format_only,,,No público,El registro público de OpenStreetMap no incluye sitio web oficial.,El registro público de OpenStreetMap no incluye sitio web oficial. Fuente: OpenStreetMap. Rating/reseñas no disponibles en esta fuente.,https://nexo-local-studio-public.vercel.app,"Hola, buen día.

Somos Nexo Local Studio. Hacemos páginas web profesionales para negocios que quieren mostrar servicios, ubicación y contacto de forma clara desde el celular.

También podemos integrar un asistente con IA que responde preguntas frecuentes y guía al cliente hacia WhatsApp.

Pueden ver nuestra página aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN. Si les interesa, podemos enviarles una propuesta breve.

Si prefieren no recibir más mensajes, respondan “baja”.",2026-07-17
B,12,Veterinario,Veterinaria,Mexico,Huixquilucan,Interlomas/Zona Esmeralda,,,No website found,,https://www.google.com/maps/search/?api=1&query=Veterinario%20Huixquilucan%20Mexico,https://www.openstreetmap.org/node/12574310795,+52 55 5302 7225,525553027225,valid_format_only,,,No público,El registro público de OpenStreetMap no incluye sitio web oficial.,El registro público de OpenStreetMap no incluye sitio web oficial. Fuente: OpenStreetMap. Rating/reseñas no disponibles en esta fuente.,https://nexo-local-studio-public.vercel.app,"Hola, buen día.

Somos Nexo Local Studio. Hacemos páginas web profesionales para negocios que quieren mostrar servicios, ubicación y contacto de forma clara desde el celular.

También podemos integrar un asistente con IA que responde preguntas frecuentes y guía al cliente hacia WhatsApp.

Pueden ver nuestra página aquí:
https://nexo-local-studio-public.vercel.app

Tenemos precios de lanzamiento desde $2,500 MXN. Si les interesa, podemos enviarles una propuesta breve.

Si prefieren no recibir más mensajes, respondan “baja”.",2026-07-17
